更新时间: 2022年12月31日
唐顿庄园2,2022,magnet:?xt=urn:btih:9142ebb449de2f6f20e91e4a0d264c4dc6a8a8ec&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%94%90%e9%a1%bf%e5%ba%84%e5%9b%ad2.2022.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
瞬息全宇宙,2022,magnet:?xt=urn:btih:47ed2632deb96b4d896555fd9aae137947ca3c82&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%9e%ac%e6%81%af%e5%85%a8%e5%ae%87%e5%ae%99.2022.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
沙丘,2021,magnet:?xt=urn:btih:0166a06c70a4265128b11def63d96a5f936dd7d3&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b2%99%e4%b8%98.2021.BD.1080P.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
逃亡,2021,magnet:?xt=urn:btih:a2332d98eab22665b72c8e6dcd2a37d0ae579c49&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%80%83%e4%ba%a1.2021.BD.1080P.%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
新蝙蝠侠,2022,magnet:?xt=urn:btih:14f7d9d66f37e92bd42251c97c146b4c17aa044e&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%96%b0%e8%9d%99%e8%9d%a0%e4%be%a0.2022.HD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
回到太空,2022,magnet:?xt=urn:btih:ead29b0f89a9eeefebe3d8dce6dae0da48a46715&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%9b%9e%e5%88%b0%e5%a4%aa%e7%a9%ba.2022.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
渔业阴谋,2021,magnet:?xt=urn:btih:d8fd1179c7d219c5410fb58ceb5153902ca5e625&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b8%94%e4%b8%9a%e9%98%b4%e8%b0%8b.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
Tinder  诈骗王,2022,magnet:?xt=urn:btih:5f13fcc7664b1e0e0faebbd494e357fb42bcbcb2&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.Tinder%e8%af%88%e9%aa%97%e7%8e%8b.2022.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
机动战士高达  闪光的哈萨维,2021,magnet:?xt=urn:btih:d022c54fb3bd54a9526d5f137fb5c03c2f4c5cae&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%9c%ba%e5%8a%a8%e6%88%98%e5%a3%ab%e9%ab%98%e8%be%be%e9%97%aa%e5%85%89%e7%9a%84%e5%93%88%e8%90%a8%e7%bb%b4.2021.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
蜘蛛侠：英雄无归,2021,magnet:?xt=urn:btih:9c6468e3eb844ff602331fa914b0a6993c184874&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%9c%98%e8%9b%9b%e4%be%a0%ef%bc%9a%e8%8b%b1%e9%9b%84%e6%97%a0%e5%bd%92.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
青春变形记,2022,magnet:?xt=urn:btih:4bf685d1d0fa984df5b49f48c4816c07ae4d0457&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%9d%92%e6%98%a5%e5%8f%98%e5%bd%a2%e8%ae%b0.2022.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
找寻,2021,magnet:?xt=urn:btih:e2f20c76bfa11d46f81a6d6b04b283c263aecca0&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%89%be%e5%af%bb.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
国王理查德,2021,magnet:?xt=urn:btih:72641444ec15aabadf1aa32d28a601e66ec66b27&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%9b%bd%e7%8e%8b%e7%90%86%e6%9f%a5%e5%be%b7.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
蜡笔小新：谜团！花之天下春日部学院,2021,magnet:?xt=urn:btih:acd85204ef63f4c09bdf42f583566af763e9c9c8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%9c%a1%e7%ac%94%e5%b0%8f%e6%96%b0%ef%bc%9a%e8%b0%9c%e5%9b%a2.2021.BD.1080P.%e5%9b%bd%e7%b2%a4%e6%97%a5%e4%b8%89%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
雄狮少年,2021,magnet:?xt=urn:btih:543bead8dbe2dd4f82f1248f1bad4aea7684edbb&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%9b%84%e7%8b%ae%e5%b0%91%e5%b9%b4.2021.HD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
世界上最糟糕的人,2021,magnet:?xt=urn:btih:a54ab9acfdcca9e96d2420430740420e128571c1&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b8%96%e7%95%8c%e4%b8%8a%e6%9c%80%e7%b3%9f%e7%b3%95%e7%9a%84%e4%ba%ba.2021.BD.1080P.%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
泰国洞穴救援<br,2021,magnet:?xt=urn:btih:a8793be31da858cb4636da1926635adeae5e5c42&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b3%b0%e5%9b%bd%e6%b4%9e%e7%a9%b4%e6%95%91%e6%8f%b4.2021.BD.1080P.%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
爱情神话,2021,magnet:?xt=urn:btih:4b76873047634e0a71ec612fa0cfde4afbd74d9e&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%88%b1%e6%83%85%e7%a5%9e%e8%af%9d.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
欢乐好声音2,2021,magnet:?xt=urn:btih:5117d199cc54bb2132cd0cf6e5e6b754ebeb99a2&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%ac%a2%e4%b9%90%e5%a5%bd%e5%a3%b0%e9%9f%b32.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
驾驶我的车,2021,magnet:?xt=urn:btih:1bb552a9c1680bcab766ac7661539e80166e0812&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%a9%be%e9%a9%b6%e6%88%91%e7%9a%84%e8%bd%a6.2021.HD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
呼朋引伴<br,2021,magnet:?xt=urn:btih:e751ef63722849bbf116455e5354e2fcd299f7e9&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%91%bc%e6%9c%8b%e5%bc%95%e4%bc%b4.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
哈利&middot;波特20周年：回到霍格沃茨,2022,magnet:?xt=urn:btih:bbd65f97377cfb00cb3eb2474275fe010d4a638d&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%93%88%e5%88%a9%c2%b7%e6%b3%a2%e7%89%b920%e5%91%a8%e5%b9%b4%ef%bc%9a%e5%9b%9e%e5%88%b0%e9%9c%8d%e6%a0%bc%e6%b2%83%e8%8c%a8.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
KungFu  Stuntmen<br,2020,magnet:?xt=urn:btih:8ba99d0d7a91d7c23dd6dd0fe62d58b97af48edc&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%be%99%e8%99%8e%e6%ad%a6%e5%b8%88.2020.BD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
乔西的虎与鱼,2020,magnet:?xt=urn:btih:659f7798f75fb0af32cd9f3ea1028a4b9935e3fc&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b9%94%e8%a5%bf%e7%9a%84%e8%99%8e%e4%b8%8e%e9%b1%bc.2020.BD.1080P.%e5%9b%bd%e6%97%a5%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
To  the  Summit<br,2021,magnet:?xt=urn:btih:724b855ffa8241da1cf05aec8034f1ba7ce77f8a&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%97%a0%e5%b0%bd%e6%94%80%e7%99%bb.2021.HD.4K.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
超能敢死队,2021,magnet:?xt=urn:btih:957655c0db36a486b2c5fb993b5a3382834f4ff1&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%b6%85%e8%83%bd%e6%95%a2%e6%ad%bb%e9%98%9f.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
上帝之手,2021,magnet:?xt=urn:btih:3f773cc3e2ef96a533937063959cb72323e2dfec&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b8%8a%e5%b8%9d%e4%b9%8b%e6%89%8b.2021.BD.1080P.%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
Remembering  1950<br,2021,magnet:?xt=urn:btih:28b0ac01c3ae87ff8dd72c9c21f7df3aeedad234&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.1950%e4%bb%96%e4%bb%ac%e6%ad%a3%e5%b9%b4%e8%bd%bb.2021.HD.4k.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
007：无暇赴死,2021,magnet:?xt=urn:btih:0d43e0792909f256d5ac0a0a79fe1455a20e7022&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.007%ef%bc%9a%e6%97%a0%e6%9a%87%e8%b5%b4%e6%ad%bb.2021.BD.1080P.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
天赐灵机,2021,magnet:?xt=urn:btih:b6058e7acfbf70a5095cbcb9870cc84f17f0a2b4&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%a9%e8%b5%90%e7%81%b5%e6%9c%ba.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
贝尔法斯特<br,2021,magnet:?xt=urn:btih:686bc980e4b235249aa48cff228ec65d301977e8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%b4%9d%e5%b0%94%e6%b3%95%e6%96%af%e7%89%b9.2021.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
犬之力,2021,magnet:?xt=urn:btih:268e331e89a77bb341f5ab35198dc8fb7cf75db4&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%8a%ac%e4%b9%8b%e5%8a%9b.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
倒数时刻,2021,magnet:?xt=urn:btih:59e70adc7f1c5685e127f07581f01b05cd387098&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%80%92%e6%95%b0%e6%97%b6%e5%88%bb.2021.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
Crossfire,2021,magnet:?xt=urn:btih:6d78b5d35c7fecf1fe1c0d9267095f79fe973c0b&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%80%92%e7%81%ab%c2%b7%e9%87%8d%e6%a1%88.2021.BD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
